"_id","收费门架编号","门架名称","门架类型","门架种类","门架标志","省界入/出口标识","收费单元编码组合","车道数","纬度","经度","桩号","使用状态","起始日期","终止日期","门架HEX字符串","反向门架HEX字符串"
"ObjectId(""61f35b9b1642df6c4cd1d30e"")","G002237010001420130","青兰枢纽-角峪虚收费门架","路段收费门架","实体门架",0,null,"G002237010001420","3|1",36.153578,117.433358,"K29+250","在用","2100-01-01","2999-12-31","3D9009","3C9008"
"ObjectId(""61f35b9b1642df6c4cd1d30f"")","G002237010001520140","角峪虚-高庄虚收费门架","路段收费门架","实体门架",0,null,"G002237010001520|G002237009001620","3|1",36.162612,117.450586,"K26+275","在用","2100-01-01","2999-12-31","3D9007","3C8F09"
"ObjectId(""61f35b9b1642df6c4cd1d310"")","G002237010002310010","角峪-角峪虚收费门架","路段收费门架","虚拟门架",null,null,"G002237010002310","3|1",36.157292,117.435066,"K27+820","备用","2100-01-01","2999-12-31","3C9001","3D9002"
"ObjectId(""61f35b9b1642df6c4cd1d311"")","G002237010002420010","角峪虚-角峪收费门架","路段收费门架","虚拟门架",null,null,"G002237010002420","3|1",36.157292,117.435066,"K27+820","备用","2100-01-01","2999-12-31","3D9002","3C9001"
"ObjectId(""61f35b9b1642df6c4cd1d312"")","G002237010002510010","泰安东-泰安东虚收费门架","路段收费门架","虚拟门架",null,null,"G002237010002510","3|1",36.148736,117.1713,"K52+800","备用","2100-01-01","2999-12-31","3C9003","3D9004"
"ObjectId(""61f35b9b1642df6c4cd1d313"")","G002237010002620010","泰安东虚-泰安东收费门架","路段收费门架","虚拟门架",null,null,"G002237010002620","3|1",36.148736,117.1713,"K52+800","备用","2100-01-01","2999-12-31","3D9004","3C9003"
"ObjectId(""61f35b9b1642df6c4cd1d314"")","G002237010002710010","泰安南-泰安南虚收费门架","路段收费门架","虚拟门架",null,null,"G002237010002710","3|1",36.14453,117.098124,"K58+990","备用","2100-01-01","2999-12-31","3C9005","3D9006"
"ObjectId(""61f35b9b1642df6c4cd1d315"")","G002237010002820010","泰安南虚-泰安南收费门架","路段收费门架","虚拟门架",null,null,"G002237010002820","3|1",36.14453,117.098124,"K58+990","备用","2100-01-01","2999-12-31","3D9006","3C9005"
"ObjectId(""61f35b9b1642df6c4cd1d316"")","G002537001000810080","大王-阳河门架","路段收费门架","实体门架",0,null,"G002537001000810|G002537001000910","2|1",36.956008,118.540707,"K1395+200","在用","2100-01-01","2999-12-31","3C2F04","3D2F06"
"ObjectId(""61f35b9b1642df6c4cd1d317"")","G002537001001010090","阳河-何官门架","路段收费门架","实体门架",0,null,"G002537001001010","2|1",36.894564,118.545869,"K1402+100","在用","2100-01-01","2999-12-31","3C2F07","3D2F03"
"ObjectId(""61f35b9c1642df6c4cd1d318"")","G002537001001320200","于家庄枢纽-何官门架","路段收费门架","实体门架",0,null,"G002537001001320","2|1",36.814246,118.546558,"K1410+950","在用","2100-01-01","2999-12-31","3D2F01","3C2F02"
"ObjectId(""61f35b9c1642df6c4cd1d319"")","G002537001001520110","阳河-大王门架","路段收费门架","实体门架",0,null,"G002537001001420|G002537001001520","2|1",36.955117,118.541239,"K1395+250","在用","2100-01-01","2999-12-31","3D2F06","3C2F04"
"ObjectId(""61f35b9c1642df6c4cd1d31a"")","G002537001001710190","何官-于家庄枢纽门架","路段收费门架","实体门架",0,null,"G002537001001710","2|1",36.814865,118.546471,"K1411+000","在用","2100-01-01","2999-12-31","3C2F02","3D2F01"
"ObjectId(""61f35b9c1642df6c4cd1d31b"")","G002537001001820100","何官-阳河门架","路段收费门架","实体门架",0,null,"G002537001001820","2|1",36.89365,118.545974,"K1402+150","在用","2100-01-01","2999-12-31","3D2F03","3C2F07"
"ObjectId(""61f35b9c1642df6c4cd1d31c"")","G002537001001910010","大王-大王虚收费门架","路段收费门架","虚拟门架",null,null,"G002537001001910","2|1",36.97528076,118.54111029,"K1387+350","在用","2100-01-01","2999-12-31","3C2E1A","3D2E19"
"ObjectId(""61f35b9c1642df6c4cd1d31d"")","G002537001001920010","大王虚-大王收费门架","路段收费门架","虚拟门架",null,null,"G002537001001920","2|1",36.9752758271205,118.540786346863,"K1387+350","在用","2100-01-01","2999-12-31","3D2E19","3C2E1A"
"ObjectId(""61f35b9c1642df6c4cd1d31e"")","G002537001002010010","阳河-阳河虚收费门架","路段收费门架","虚拟门架",null,null,"G002537001002010","2|1",36.91721381,118.547368159999,"K1395+250","在用","2100-01-01","2999-12-31","3C2F0D","3D2F0C"
"ObjectId(""61f35b9c1642df6c4cd1d31f"")","G002537001002020010","阳河虚-阳河收费门架","路段收费门架","虚拟门架",null,null,"G002537001002020","2|1",36.9171153474011,118.547364238261,"K1395+250","在用","2100-01-01","2999-12-31","3D2F0C","3C2F0D"
"ObjectId(""61f35b9c1642df6c4cd1d320"")","G002537001002110010","何官-何官虚收费门架","路段收费门架","虚拟门架",null,null,"G002537001002110","2|1",36.8261000662694,118.543947245316,"K1411","在用","2100-01-01","2999-12-31","3C2F0B","3D2F08"
"ObjectId(""61f35b9c1642df6c4cd1d321"")","G002537001002120010","何官虚-何官收费门架","路段收费门架","虚拟门架",null,null,"G002537001002120","2|1",36.8261491807632,118.543961952136,"K1411","在用","2100-01-01","2999-12-31","3D2F08","3C2F0B"
"ObjectId(""61f35b9c1642df6c4cd1d322"")","G002537002000110010","于家庄枢纽-青州北门架","路段收费门架","实体门架",0,null,"G002537001001110|G002537002000110","2|1",36.793073,118.543436,"K1413+422","在用","2100-01-01","2999-12-31","3C5001","3D500E"
"ObjectId(""61f35b9c1642df6c4cd1d323"")","G002537002000210020","青州北-青州门架","路段收费门架","实体门架",0,null,"G002537002000210","3|1",36.767301,118.546274,"K1416+300","在用","2100-01-01","2999-12-31","3C5002","3D500D"
"ObjectId(""61f35b9c1642df6c4cd1d324"")","G002537002000310030","青州-青州南门架","路段收费门架","实体门架",0,null,"G002537002000310","3|1",36.708004,118.581473,"K1423+600","在用","2100-01-01","2999-12-31","3C5010","3D500C"
"ObjectId(""61f35b9c1642df6c4cd1d325"")","G002537002000410040","青州南-临朐门架","路段收费门架","实体门架",0,null,"G002537002000410","3|1",36.603432,118.607725,"K1435+752","备用","2100-01-01","2999-12-31","3C5003","3D501D"
"ObjectId(""61f35b9c1642df6c4cd1d326"")","G002537002000510050","临朐-临朐南门架","路段收费门架","实体门架",0,null,"G002537002000510","3|1",36.498866,118.629515,"K1447+752","在用","2100-01-01","2999-12-31","3C5004","3D500A"
"ObjectId(""61f35b9c1642df6c4cd1d327"")","G002537002000610060","临朐南-沂山门架","路段收费门架","实体门架",0,null,"G002537002000610","3|1",36.40098773,118.64227496,"K1458+799","在用","2100-01-01","2999-12-31","3C5006","3D5009"
"ObjectId(""61f35b9c1642df6c4cd1d328"")","G002537002000710070","沂山-马站枢纽门架","路段收费门架","实体门架",0,null,"G002537002000710|G002537003000110","3|1",36.222204,118.712679,"K1480+951","在用","2100-01-01","2999-12-31","3C500F","3D5008"
"ObjectId(""61f35b9c1642df6c4cd1d329"")","G002537002000820080","马站枢纽-沂山门架","路段收费门架","实体门架",0,null,"G002537003001420|G002537002000820","3|1",36.221625,118.712753,"K1480+999","在用","2100-01-01","2999-12-31","3D5008","3C500F"
"ObjectId(""61f35b9c1642df6c4cd1d32a"")","G002537002000920090","沂山-临朐南门架","路段收费门架","实体门架",0,null,"G002537002000920","3|1",36.4001972,118.64245381,"K1458+852","在用","2100-01-01","2999-12-31","3D5009","3C5006"
"ObjectId(""61f35b9c1642df6c4cd1d32b"")","G002537002001020100","临朐南-临朐门架","路段收费门架","实体门架",0,null,"G002537002001020","3|1",36.498304,118.629966,"K1447+831","在用","2100-01-01","2999-12-31","3D500A","3C5004"
"ObjectId(""61f35b9d1642df6c4cd1d32c"")","G002537002001120110","临朐-青州南门架","路段收费门架","实体门架",0,null,"G002537002001120","3|1",36.602774,118.608588,"K1435+821","备用","2100-01-01","2999-12-31","3D501D","3C5003"
"ObjectId(""61f35b9d1642df6c4cd1d32d"")","G002537002001220120","青州南-青州门架","路段收费门架","实体门架",0,null,"G002537002001220","3|1",36.7071982742986,118.582213674624,"K1423+700","在用","2100-01-01","2999-12-31","3D500C","3C5010"
"ObjectId(""61f35b9d1642df6c4cd1d32e"")","G002537002001320130","青州-青州北门架","路段收费门架","实体门架",0,null,"G002537002001320","3|1",36.766386,118.546915,"K1416+400","在用","2100-01-01","2999-12-31","3D500D","3C5002"
"ObjectId(""61f35b9d1642df6c4cd1d32f"")","G002537002001420140","青州北-于家庄枢纽门架","路段收费门架","实体门架",0,null,"G002537002001420|G002537001001220","3|1",36.790353,118.543207,"K1413+650","在用","2100-01-01","2999-12-31","3D500E","3C5001"
"ObjectId(""61f35b9d1642df6c4cd1d330"")","G002237007002220130","平阴孔村-肥城西门架","路段收费门架","实体门架",0,null,"G002237007002220|G002237007002320","3|1",36.1397343,116.5514124,"K410+640","在用","2100-01-01","2999-12-31","3D6E0D","3C6E06"
"ObjectId(""61f35b9d1642df6c4cd1d331"")","G002237007002420140","肥城西-桃园门架","路段收费门架","实体门架",0,null,"G002237007002420","3|1",36.13770135,116.6086465,"K405+440","在用","2100-01-01","2999-12-31","3D6E0E","3C6E05"
"ObjectId(""61f35b9d1642df6c4cd1d332"")","G002237007002520150","桃园-肥城南门架","路段收费门架","实体门架",0,null,"G002237007002520|G002237007002620|G002237007002720","3|1",36.120186,116.752796,"K392+090","在用","2100-01-01","2999-12-31","3D6E0F","3C6E04"
"ObjectId(""61f35b9d1642df6c4cd1d333"")","G002237007002820160","肥城南-岱岳门架","路段收费门架","实体门架",0,null,"G002237007002820|G002237007002920|G002237007003020","3|1",36.143698,116.964934,"K371+590","在用","2100-01-01","2999-12-31","3D6E10","3C6E03"
"ObjectId(""61f35b9d1642df6c4cd1d334"")","G002237007003120170","岱岳-泰肥门架","路段收费门架","实体门架",0,null,"G002237007003120|G002237007003220|G002237007003320","3|1",36.149907,117.009609,"K367+440","在用","2100-01-01","2999-12-31","3D6E11","3C6E02"
"ObjectId(""61f35b9d1642df6c4cd1d335"")","G002237007003420180","泰肥-泰山枢纽门架","路段收费门架","实体门架",0,null,"G002237007003420","4|1",36.148772,117.034866,"K365+140","在用","2100-01-01","2999-12-31","3D6E12","3C6E01"
"ObjectId(""61f35b9d1642df6c4cd1d336"")","G002237007003510010","泰肥-泰肥虚收费门架","路段收费门架","虚拟门架",null,null,"G002237007003510","2|1",36.15175509,117.02941921,"K365+140","在用","2100-01-01","2999-12-31","3C6E20","3D6E1F"
"ObjectId(""61f35b9d1642df6c4cd1d337"")","G002237007003520010","泰肥虚-泰肥收费门架","路段收费门架","虚拟门架",null,null,"G002237007003520","2|1",36.151883291479,117.029503573469,"K365+140","在用","2100-01-01","2999-12-31","3D6E1F","3C6E20"
"ObjectId(""61f35b9d1642df6c4cd1d338"")","G002237007003610010","岱岳-岱岳虚收费门架","路段收费门架","虚拟门架",null,null,"G002237007003610","2|1",36.13994279,116.97649575,"K371+540","在用","2100-01-01","2999-12-31","3C6E1C","3D6E1B"
"ObjectId(""61f35b9d1642df6c4cd1d339"")","G002237007003620010","岱岳虚-岱岳收费门架","路段收费门架","虚拟门架",null,null,"G002237007003620","2|1",36.139875758329,116.976461675748,"K371+540","在用","2100-01-01","2999-12-31","3D6E1B","3C6E1C"
"ObjectId(""61f35b9d1642df6c4cd1d33a"")","G002237007003710010","肥城南-肥城南虚收费门架","路段收费门架","虚拟门架",null,null,"G002237007003710","2|1",36.121569,116.77983689,"K371+590","停用","2100-01-01","2999-12-31","3C6E13","3D6E1D"
"ObjectId(""61f35b9d1642df6c4cd1d33b"")","G002237007003720010","肥城南虚-肥城南收费门架","路段收费门架","虚拟门架",null,null,"G002237007003720","2|1",36.1214999868894,116.779836510178,"K371+590","停用","2100-01-01","2999-12-31","3D6E1D","3C6E13"
"ObjectId(""61f35b9d1642df6c4cd1d33c"")","G002237007003810010","桃园-桃园虚收费门架","路段收费门架","虚拟门架",null,null,"G002237007003810","2|1",36.12807285,116.62466393,"K405+390","停用","2100-01-01","2999-12-31","3C6E15","3D6E14"
"ObjectId(""61f35b9d1642df6c4cd1d33d"")","G002237007003820010","桃园虚-桃园收费门架","路段收费门架","虚拟门架",null,null,"G002237007003820","2|1",36.1281974870419,116.624736323085,"K405+390","停用","2100-01-01","2999-12-31","3D6E14","3C6E15"
"ObjectId(""61f35b9d1642df6c4cd1d33e"")","G002237007003910010","肥城西-肥城西虚收费门架","路段收费门架","虚拟门架",null,null,"G002237007003910","2|1",36.14001905,116.57057672,"K405+440","在用","2100-01-01","2999-12-31","3C6E17","3D6E16"
"ObjectId(""61f35b9d1642df6c4cd1d33f"")","G002237007003920010","肥城西虚-肥城西收费门架","路段收费门架","虚拟门架",null,null,"G002237007003920","2|1",36.1400731717052,116.570603553809,"K405+440","在用","2100-01-01","2999-12-31","3D6E16","3C6E17"
"ObjectId(""61f35b9d1642df6c4cd1d340"")","G002237007004010010","平阴孔村-平阴孔村虚收费门架","路段收费门架","虚拟门架",null,null,"G002237007004010","2|1",36.15892561,116.47491078,"K410+640","在用","2100-01-01","2999-12-31","3C6E18","3D6E1E"
"ObjectId(""61f35b9d1642df6c4cd1d341"")","G002237007004020010","平阴孔村虚-平阴孔村收费门架","路段收费门架","虚拟门架",null,null,"G002237007004020","2|1",36.1589728118577,116.474810618814,"K410+640","在用","2100-01-01","2999-12-31","3D6E1E","3C6E18"
"ObjectId(""61f35b9d1642df6c4cd1d342"")","G002237007004110010","平阴玫瑰-平阴玫瑰虚收费门架","路段收费门架","虚拟门架",null,null,"G002237007004110","2|1",36.22303252,116.34785434,"K433+490","在用","2100-01-01","2999-12-31","3C6E1A","3D6E19"
"ObjectId(""61f35b9d1642df6c4cd1d343"")","G002237007004120010","平阴玫瑰虚-平阴玫瑰收费门架","路段收费门架","虚拟门架",null,null,"G002237007004120","2|1",36.2230781697304,116.347898700454,"K433+490","在用","2100-01-01","2999-12-31","3D6E19","3C6E1A"
"ObjectId(""61f35b9e1642df6c4cd1d344"")","G002237008000210020","东阿-李海务门架","路段收费门架","实体门架",0,null,"G002237008000210","3|1",36.312692511731,116.038906321688,"K462+700","在用","2100-01-01","2999-12-31","3C7902","3D790F"
"ObjectId(""61f35b9e1642df6c4cd1d345"")","G002237008000310030","李海务-朱老庄门架","路段收费门架","实体门架",0,null,"G002237008000310","3|1",36.3383380609903,115.958507465438,"K470+450","在用","2100-01-01","2999-12-31","3C7903","3D790E"
"ObjectId(""61f35b9e1642df6c4cd1d346"")","G002237008000410040","朱老庄-田庄枢纽门架","路段收费门架","实体门架",0,null,"G002237008000410","3|1",36.343291,115.913532,"K474+550","在用","2100-01-01","2999-12-31","3C7904","3D790D"
"ObjectId(""61f35b9e1642df6c4cd1d347"")","G002237008000510050","田庄枢纽-河店门架","路段收费门架","实体门架",0,null,"G002237008000510","3|1",36.3607011769999,115.720357122507,"K492+700","在用","2100-01-01","2999-12-31","3C7905","3D790C"
"ObjectId(""61f35b9e1642df6c4cd1d348"")","G002237008000610060","河店-魏庄门架","路段收费门架","实体门架",0,null,"G002237008000610","3|1",36.3608633607993,115.674424542328,"K496+830","在用","2100-01-01","2999-12-31","3C7906","3D790B"
"ObjectId(""61f35b9e1642df6c4cd1d349"")","G002237008000710070","魏庄-青兰鲁冀门架","省界收费门架","实体门架",0,"省界出口","G002237008000710","3|1",36.344506,115.5505,"K508+370","在用","2100-01-01","2999-12-31","3E7907","3F7909"
"ObjectId(""61f35b9e1642df6c4cd1d34a"")","G002237008000710210","魏庄-青兰鲁冀门架","省界收费门架","实体门架",0,"省界出口","G002237008000710","3|1",36.346139,115.545274,"K508+900","备用","2100-01-01","2999-12-31","3E7907","3F7909"
"ObjectId(""61f35b9e1642df6c4cd1d34b"")","G002237008000820080","青兰鲁冀-魏庄门架","省界收费门架","实体门架",0,"省界入口","G002237008000820","3|1",36.346193,115.544622,"K508+950","备用","2100-01-01","2999-12-31","3F7909","3E7907"
"ObjectId(""61f35b9e1642df6c4cd1d34c"")","G002237008000820220","青兰鲁冀-魏庄门架","省界收费门架","实体门架",0,"省界入口","G002237008000820","3|1",36.347737,115.539478,"K509+420","备用","2100-01-01","2999-12-31","3F7909","3E7907"
"ObjectId(""61f35b9e1642df6c4cd1d34d"")","G002237008000920090","魏庄-河店门架","路段收费门架","实体门架",0,null,"G002237008000920","3|1",36.3606929381623,115.673795430236,"K496+910","在用","2100-01-01","2999-12-31","3D790B","3C7906"
"ObjectId(""61f35b9e1642df6c4cd1d34e"")","G002237008001020100","河店-田庄枢纽门架","路段收费门架","实体门架",0,null,"G002237008001020","3|1",36.360649337352,115.719882907986,"K492+750","在用","2100-01-01","2999-12-31","3D790C","3C7905"
"ObjectId(""61f35b9e1642df6c4cd1d34f"")","G002237008001120110","田庄枢纽-朱老庄门架","路段收费门架","实体门架",0,null,"G002237008001120","3|1",36.343242,115.912349,"K474+650","在用","2100-01-01","2999-12-31","3D790D","3C7904"
"ObjectId(""61f35b9e1642df6c4cd1d350"")","G002237008001220120","朱老庄-李海务门架","路段收费门架","实体门架",0,null,"G002237008001220","3|1",36.3383508085462,115.957951309464,"K470+500","在用","2100-01-01","2999-12-31","3D790E","3C7903"
"ObjectId(""61f35b9e1642df6c4cd1d351"")","G002237008001320130","李海务-东阿门架","路段收费门架","实体门架",0,null,"G002237008001320","3|1",36.312804324685,116.038022494128,"K462+750","在用","2100-01-01","2999-12-31","3D790F","3C7902"
"ObjectId(""61f35b9e1642df6c4cd1d352"")","G002237008001510010","东阿-东阿虚收费门架","路段收费门架","虚拟门架",null,null,"G002237008001510","2|1",36.293199,116.213261,"K144+900","在用","2100-01-01","2999-12-31","3C7916","3D7915"
"ObjectId(""61f35b9e1642df6c4cd1d353"")","G002237008001520010","东阿虚-东阿收费门架","路段收费门架","虚拟门架",null,null,"G002237008001520","2|1",36.293104,116.213443,"K144+900","在用","2100-01-01","2999-12-31","3D7915","3C7916"
"ObjectId(""61f35b9e1642df6c4cd1d354"")","G002237008001610010","李海务-李海务虚收费门架","路段收费门架","虚拟门架",null,null,"G002237008001610","2|1",36.339243,115.953107,"K170+450","停用","2100-01-01","2999-12-31","3C7918","3D7917"
"ObjectId(""61f35b9f1642df6c4cd1d355"")","G002237008001620010","李海务虚-李海务收费门架","路段收费门架","虚拟门架",null,null,"G002237008001620","2|1",36.339081,115.953236,"K170+450","停用","2100-01-01","2999-12-31","3D7917","3C7918"
"ObjectId(""61f35b9f1642df6c4cd1d356"")","G002237008001710010","朱老庄-朱老庄虚收费门架","路段收费门架","虚拟门架",null,null,"G002237008001710","2|1",36.344273,115.933716,"K174+550","在用","2100-01-01","2999-12-31","3C791A","3D7919"
"ObjectId(""61f35b9f1642df6c4cd1d357"")","G002237008001720010","朱老庄虚-朱老庄收费门架","路段收费门架","虚拟门架",null,null,"G002237008001720","2|1",36.344377,115.933775,"K174+550","在用","2100-01-01","2999-12-31","3D7919","3C791A"
"ObjectId(""61f35b9f1642df6c4cd1d358"")","G002237008001810010","河店-河店虚收费门架","路段收费门架","虚拟门架",null,null,"G002237008001810","2|1",36.360392,115.692522,"K192+750","在用","2100-01-01","2999-12-31","3C7912","3D7911"
"ObjectId(""61f35b9f1642df6c4cd1d359"")","G002237008001820010","河店虚-河店收费门架","路段收费门架","虚拟门架",null,null,"G002237008001820","2|1",36.360568,115.692252,"K192+750","在用","2100-01-01","2999-12-31","3D7911","3C7912"
"ObjectId(""61f35b9f1642df6c4cd1d35a"")","G002237008001910010","魏庄-魏庄虚收费门架","路段收费门架","虚拟门架",null,null,"G002237008001910","2|1",36.341155,115.571205,"K208+370","在用","2100-01-01","2999-12-31","3C7914","3D7913"
"ObjectId(""61f35b9f1642df6c4cd1d35b"")","G002237008001920010","魏庄虚-魏庄收费门架","路段收费门架","虚拟门架",null,null,"G002237008001920","2|1",36.341116,115.571387,"K208+370","在用","2100-01-01","2999-12-31","3D7913","3C7914"
"ObjectId(""61f35b9f1642df6c4cd1d35c"")","G003537001002510250","长清-孝里门架1","路段收费门架","实体门架",0,null,"G003537001002510","2|1",36.47293,116.723009,"K73+600","停用","2100-01-01","2999-12-31","3C3B18","3D3B03"
"ObjectId(""61f35b9f1642df6c4cd1d35d"")","G003537001002710010","长清-长清虚收费门架","路段收费门架","虚拟门架",null,null,"G003537001002710","2|1",36.48164171,116.72801459,"k72+150","在用","2100-01-01","2999-12-31","3C3B1C","3D3B1B"
"ObjectId(""61f35b9f1642df6c4cd1d35e"")","G003537001002720010","长清虚-长清收费门架","路段收费门架","虚拟门架",null,null,"G003537001002720","2|1",36.4815816467515,116.72807728828,"k72+150","在用","2100-01-01","2999-12-31","3D3B1B","3C3B1C"
"ObjectId(""61f35b9f1642df6c4cd1d35f"")","G003537001002810010","孝里-孝里虚收费门架","路段收费门架","虚拟门架",null,null,"G003537001002810","2|1",36.38667046,116.6382175,"k73+900","在用","2100-01-01","2999-12-31","3C3B1E","3D3B1D"
"ObjectId(""61f35b9f1642df6c4cd1d360"")","G003537001002820010","孝里虚-孝里收费门架","路段收费门架","虚拟门架",null,null,"G003537001002820","2|1",36.3867482943599,116.638264705135,"k73+900","在用","2100-01-01","2999-12-31","3D3B1D","3C3B1E"
"ObjectId(""61f35b9f1642df6c4cd1d361"")","G003537001002910010","平阴-平阴虚收费门架","路段收费门架","虚拟门架",null,null,"G003537001002910","2|1",36.27679199,116.48180338,"k87+450","在用","2100-01-01","2999-12-31","3C3B20","3D3B1F"
"ObjectId(""61f35b9f1642df6c4cd1d362"")","G003537001002920010","平阴虚-平阴收费门架","路段收费门架","虚拟门架",null,null,"G003537001002920","2|1",36.276898772777,116.482034126097,"k87+450","在用","2100-01-01","2999-12-31","3D3B1F","3C3B20"
"ObjectId(""61f35b9f1642df6c4cd1d363"")","G003537001003010010","平阴南-平阴南虚收费门架","路段收费门架","虚拟门架",null,null,"G003537001003010","2|1",36.1008808,116.44586208,"k144+910","在用","2100-01-01","2999-12-31","3C3B22","3D3B21"
"ObjectId(""61f35b9f1642df6c4cd1d364"")","G003537001003020010","平阴南虚-平阴南收费门架","路段收费门架","虚拟门架",null,null,"G003537001003020","2|1",36.1008195179292,116.445845365507,"k144+910","在用","2100-01-01","2999-12-31","3D3B21","3C3B22"
"ObjectId(""61f35b9f1642df6c4cd1d365"")","G003537001003110010","东平-东平虚收费门架","路段收费门架","虚拟门架",null,null,"G003537001003110","2|1",35.93021945,116.41510362,"k146+600","在用","2100-01-01","2999-12-31","3C3B24","3D3B23"
"ObjectId(""61f35b9f1642df6c4cd1d366"")","G003537001003120010","东平虚-东平收费门架","路段收费门架","虚拟门架",null,null,"G003537001003120","2|1",35.9300613809532,116.414822343193,"k146+600","在用","2100-01-01","2999-12-31","3D3B23","3C3B24"
"ObjectId(""61f35ba01642df6c4cd1d367"")","G003537001003210010","梁山-梁山虚收费门架","路段收费门架","虚拟门架",null,null,"G003537001003210","2|1",35.68425428,116.222260699999,"k180+008","在用","2100-01-01","2999-12-31","3C3B26","3D3B25"
"ObjectId(""61f35ba01642df6c4cd1d368"")","G003537001003220010","梁山虚-梁山收费门架","路段收费门架","虚拟门架",null,null,"G003537001003220","2|1",35.6844534138465,116.222105271823,"k180+008","在用","2100-01-01","2999-12-31","3D3B25","3C3B26"
"ObjectId(""61f35ba01642df6c4cd1d369"")","G002537002001510010","青州北-青州北虚收费门架","路段收费门架","虚拟门架",null,null,"G002537002001510","2|1",36.78180655,118.53911206,"K1413+650","在用","2100-01-01","2999-12-31","3C5012","3D5011"
"ObjectId(""61f35ba01642df6c4cd1d36a"")","G002537002001520010","青州北虚-青州北收费门架","路段收费门架","虚拟门架",null,null,"G002537002001520","2|1",36.7819706604496,118.539032005207,"K1413+650","在用","2100-01-01","2999-12-31","3D5011","3C5012"
"ObjectId(""61f35ba01642df6c4cd1d36b"")","G002537002001610010","青州-青州虚收费门架","路段收费门架","虚拟门架",null,null,"G002537002001610","2|1",36.7241974105651,118.573994527766,"K1416+400","在用","2100-01-01","2999-12-31","3C5014","3D5013"
"ObjectId(""61f35ba01642df6c4cd1d36c"")","G002537002001620010","青州虚-青州收费门架","路段收费门架","虚拟门架",null,null,"G002537002001620","2|1",36.7240836886812,118.573767631212,"K1416+400","在用","2100-01-01","2999-12-31","3D5013","3C5014"
"ObjectId(""61f35ba01642df6c4cd1d36d"")","G002537002001710010","青州南-青州南虚收费门架","路段收费门架","虚拟门架",null,null,"G002537002001710","2|1",36.62352918,118.59378309,"K1435+750","在用","2100-01-01","2999-12-31","3C5016","3D5015"
"ObjectId(""61f35ba01642df6c4cd1d36e"")","G002537002001720010","青州南虚-青州南收费门架","路段收费门架","虚拟门架",null,null,"G002537002001720","2|1",36.6235017585775,118.594079382645,"K1435+750","在用","2100-01-01","2999-12-31","3D5015","3C5016"
"ObjectId(""61f35ba01642df6c4cd1d36f"")","G002537002001810010","临朐-临朐虚收费门架","路段收费门架","虚拟门架",null,null,"G002537002001810","2|1",36.51520155,118.62018229,"K1447+750","在用","2100-01-01","2999-12-31","3C5018","3D5017"
"ObjectId(""61f35ba01642df6c4cd1d370"")","G002537002001820010","临朐虚-临朐收费门架","路段收费门架","虚拟门架",null,null,"G002537002001820","2|1",36.5153111016362,118.619932628582,"K1447+750","在用","2100-01-01","2999-12-31","3D5017","3C5018"
"ObjectId(""61f35ba01642df6c4cd1d371"")","G002537002001910010","临朐南-临朐南虚收费门架","路段收费门架","虚拟门架",null,null,"G002537002001910","2|1",36.41935526,118.64239136,"K1458+800","在用","2100-01-01","2999-12-31","3C501A","3D5019"
"ObjectId(""61f35ba01642df6c4cd1d372"")","G002537002001920010","临朐南虚-临朐南收费门架","路段收费门架","虚拟门架",null,null,"G002537002001920","2|1",36.4193994064375,118.642613438763,"K1458+800","在用","2100-01-01","2999-12-31","3D5019","3C501A"
"ObjectId(""61f35ba01642df6c4cd1d373"")","G002537002002010010","沂山-沂山虚收费门架","路段收费门架","虚拟门架",null,null,"G002537002002010","2|1",36.24669189,118.71335259,"K1480+900","在用","2100-01-01","2999-12-31","3C501C","3D501B"
"ObjectId(""61f35ba01642df6c4cd1d374"")","G002537002002020010","沂山虚-沂山收费门架","路段收费门架","虚拟门架",null,null,"G002537002002020","2|1",36.2467783026177,118.713494369077,"K1480+900","在用","2100-01-01","2999-12-31","3D501B","3C501C"
"ObjectId(""61f35ba01642df6c4cd1d375"")","G002537003000210020","马站枢纽-沂水北门架","路段收费门架","实体门架",0,null,"G002537003000210","3|1",36.00635937,118.72539195,"K1505+097","在用","2100-01-01","2999-12-31","3C5101","3D510C"
"ObjectId(""61f35ba01642df6c4cd1d376"")","G002537003000310030","沂水北-沂水门架","路段收费门架","实体门架",0,null,"G002537003000310","3|1",35.967236,118.732377,"K1509+552","在用","2100-01-01","2999-12-31","3C5102","3D510B"
"ObjectId(""61f35ba01642df6c4cd1d377"")","G002537003000410040","沂水-沂水南门架","路段收费门架","实体门架",0,null,"G002537003000410","3|1",35.709217,118.701843,"K1539+950","在用","2100-01-01","2999-12-31","3C5103","3D510A"
"ObjectId(""61f35ba11642df6c4cd1d378"")","G002537003000510050","沂水南-沂南北门架","路段收费门架","实体门架",0,null,"G002537003000510","3|1",35.60930837,118.67303759,"K1551+752","在用","2100-01-01","2999-12-31","3C5104","3D5109"
"ObjectId(""61f35ba11642df6c4cd1d379"")","G002537003000610060","沂南北-沂南东门架","路段收费门架","实体门架",0,null,"G002537003000610","3|1",35.57301543,118.66247249,"K1555+902","在用","2100-01-01","2999-12-31","3C5105","3D5108"
"ObjectId(""61f35ba11642df6c4cd1d37a"")","G002537003000710070","沂南东-日东枢纽门架","路段收费门架","实体门架",0,null,"G002537003000710|G002537004000110","3|1",35.487135,118.644222,"K1565+795","在用","2100-01-01","2999-12-31","3C5106","3D5107"
